Id,Label
311,4
312,7
313,9
314,9
315,5
316,3
317,4
318,5
319,0
320,6
321,5
322,6
323,4
324,3
325,1
326,5
327,5
328,8
329,7
330,8
331,5
332,0
333,9
334,3
335,0
336,9
337,7
338,7
339,6
340,2
341,0
342,9
343,1
344,3
345,4
346,1
347,2
348,8
349,9
350,7
351,9
352,5
353,8
354,7
355,6
356,5
357,2
358,0
359,5
360,2
361,9
362,1
363,7
364,6
365,9
366,2
367,2
368,6
369,2
370,0
371,9
372,1
373,3
374,3
375,1
376,7
377,0
378,5
379,5
380,6
381,7
382,9
383,0
384,7
385,9
386,8
387,1
388,4
389,0
390,7
391,0
392,3
393,7
394,3
395,3
396,3
397,2
398,7
399,1
400,3
401,4
402,3
403,7
404,9
405,1
406,9
407,0
408,5
409,1
410,4
411,6
412,6
413,2
414,6
415,9
416,3
417,3
418,4
419,6
420,7
421,8
422,5
423,8
424,4
425,7
426,9
427,7
428,4
429,1
430,7
431,8
432,6
433,4
434,9
435,7
436,6
437,9
438,5
439,4
440,9
441,8
442,7
443,9
444,7
445,8
446,4
447,7
448,0
449,8
450,4
451,2
452,9
453,9
454,7
455,7
456,7
457,5
458,6
459,3
460,2
461,3
462,3
463,0
464,7
465,5
466,6
467,9
468,4
469,4
470,1
471,1
472,9
473,0
474,7
475,7
476,8
477,2
478,1
479,4
480,4
481,1
482,6
483,8
484,6
485,4
486,2
487,7
488,9
489,2
490,2
491,6
492,7
493,8
494,9
495,1
496,1
497,9
498,2
499,3
500,4
501,4
502,0
503,6
504,7
505,1
506,5
507,9
508,1
509,0
510,1
511,3
512,2
513,8
514,7
515,1
516,1
517,2
518,5
519,4
520,0
521,2
522,7
523,8
524,0
525,7
526,8
527,8
528,3
529,3
530,7
531,5
532,1
533,3
534,3
535,6
536,8
537,6
538,2
539,0
540,8
541,3
542,2
543,3
544,8
545,0
546,2
547,3
548,9
549,7
550,7
551,7
552,3
553,6
554,3
555,3
556,7
557,0
558,1
559,9
560,2
561,6
562,9
563,8
564,3
565,4
566,6
567,6
568,5
569,2
570,3
571,5
572,2
573,8
574,9
575,0
576,1
577,5
578,3
579,4
580,7
581,2
582,8
583,5
584,2
585,5
586,4
587,2
588,1
589,3
590,9
591,9
592,3
593,4
594,6
595,7
596,1
597,6
598,9
599,5
600,7
601,1
602,7
603,6
604,4
605,6
606,0
607,4
608,3
609,8
610,9
611,2
612,8
613,9
614,7
615,1
616,1
617,9
618,2
619,0
620,8
621,8
622,9
623,6
624,3
625,5
626,0
627,2
628,8
629,9
630,9
631,7
632,7
633,3
634,3
635,3
636,2
637,9
638,6
639,1
640,3
641,7
642,8
643,8
644,1
645,9
646,4
647,1
648,4
649,1
650,7
651,9
652,6
653,8
654,8
655,2
656,4
657,2
658,1
659,0
660,4
661,5
662,6
663,0
664,1
665,7
666,7
667,0
668,2
669,8
670,4
671,3
672,2
673,1
674,0
675,8
676,9
677,5
678,2
679,4
680,0
681,8
682,4
683,3
684,5
685,9
686,5
687,2
688,4
689,4
690,1
691,4
692,4
693,6
694,3
695,3
696,7
697,0
698,8
699,6
700,3
701,5
702,4
703,5
704,4
705,1
706,5
707,1
708,9
709,3
710,4
711,6
712,3
713,9
714,0
715,8
716,8
717,3
718,9
719,2
720,8
721,6
722,5
723,1
724,4
725,7
726,3
727,9
728,7
729,0
730,2
731,9
732,8
733,1
734,2
735,4
736,0
737,1
738,2
739,4
740,8
741,6
742,6
743,8
744,1
745,1
746,2
747,7
748,9
749,4
750,8
751,4
752,0
753,3
754,6
755,2
756,6
757,1
758,1
759,8
760,6
761,4
762,6
763,7
764,8
765,2
766,5
767,2
768,5
769,5
770,4
771,9
772,2
773,9
774,9
775,1
776,6
777,1
778,1
779,7
780,1
781,1
782,3
783,3
784,6
785,8
786,5
787,0
788,4
789,1
790,2
791,2
792,3
793,5
794,9
795,7
796,4
797,3
798,7
799,7
800,9
801,9
802,3
803,8
804,3
805,3
806,9
807,9
808,3
809,2
810,8
811,6
812,6
813,0
814,7
815,9
816,7
817,6
818,6
819,4
820,8
821,6
822,8
823,7
824,7
825,4
826,4
827,3
828,9
829,9
830,7
831,4
832,7
833,0
834,8
835,9
836,9
837,3
838,8
839,3
840,8
841,9
842,3
843,5
844,1
845,1
846,8
847,2
848,3
849,5
850,3
851,4
852,1
853,6
854,3
855,6
856,2
857,1
858,6
859,8
860,3
861,4
862,5
863,7
864,1
865,1
866,8
867,7
868,7
869,6
870,4
871,2
872,3
873,2
874,6
875,2
876,1
877,8
878,8
879,7
880,4
881,9
882,6
883,3
884,0
885,7
886,9
887,5
888,1
889,2
890,9
891,0
892,0
893,2
894,5
895,9
896,4
897,8
898,5
899,2
900,1
901,9
902,5
903,0
904,3
905,0
906,3
907,3
908,2
909,1
910,9
911,8
912,6
913,1
914,7
915,0
916,3
917,3
918,1
919,5
920,2
921,1
922,7
923,1
924,1
925,0
926,1
927,0
928,7
929,9
930,4
931,3
932,5
933,0
934,7
935,0
936,5
937,7
938,0
939,4
940,7
941,7
942,3
943,6
944,2
945,4
946,1
947,1
948,2
949,8
950,8
951,4
952,5
953,4
954,1
955,0
956,9
957,1
958,7
959,3
960,2
961,7
962,1
963,8
964,8
965,6
966,7
967,7
968,3
969,9
970,9
971,2
972,4
973,1
974,6
975,5
976,5
977,0
978,8
979,4
980,0
981,8
982,7
983,5
984,4
985,4
986,2
987,0
988,6
989,2
990,0
991,8
992,6
993,7
994,3
995,5
996,2
997,0
998,5
999,3
1000,7
1001,3
1002,9
1003,9
1004,0
1005,3
1006,8
1007,9
1008,7
1009,3
1010,8
1011,7
1012,7
1013,9
1014,2
1015,2
1016,8
1017,9
1018,7
1019,1
1020,3
1021,4
1022,8
1023,8
1024,3
1025,4
1026,8
1027,5
1028,0
1029,1
1030,4
1031,3
1032,5
1033,6
1034,3
1035,8
1036,9
1037,3
1038,1
1039,4
1040,0
1041,9
1042,9
1043,1
1044,8
1045,0
1046,3
1047,2
1048,6
1049,8
1050,4
1051,6
1052,2
1053,7
1054,6
1055,1
1056,0
1057,1
1058,2
1059,1
1060,4
1061,6
1062,9
1063,8
1064,8
1065,2
1066,4
1067,9
1068,8
1069,5
1070,6
1071,2
1072,1
1073,5
1074,8
1075,9
1076,4
1077,7
1078,1
1079,8
1080,8
1081,6
1082,3
1083,0
1084,0
1085,9
1086,8
1087,8
1088,1
1089,3
1090,9
1091,1
1092,1
1093,9
1094,6
1095,4
1096,5
1097,5
1098,1
1099,8
1100,0
1101,3
1102,1
1103,9
1104,4
1105,4
1106,5
1107,4
1108,8
1109,9
1110,3
1111,5
1112,7
1113,7
1114,6
1115,7
1116,3
1117,1
1118,9
1119,8
1120,6
1121,6
1122,3
1123,3
1124,1
1125,3
1126,8
1127,8
1128,3
1129,4
1130,6
1131,6
1132,9
1133,1
1134,0
1135,6
1136,0
1137,5
1138,6
1139,3
1140,6
1141,6
1142,9
1143,1
1144,2
1145,2
1146,5
1147,4
1148,7
1149,7
1150,9
1151,6
1152,8
1153,6
1154,7
1155,6
1156,1
1157,4
1158,5
1159,9
1160,5
1161,8
1162,5
1163,5
1164,6
1165,3
1166,7
1167,5
1168,1
1169,1
1170,5
1171,5
1172,4
1173,9
1174,6
1175,8
1176,5
1177,3
1178,1
1179,8
1180,8
1181,9
1182,9
1183,0
1184,2
1185,5
1186,0
1187,8
1188,1
1189,0
1190,5
1191,3
1192,1
1193,3
1194,1
1195,6
1196,1
1197,9
1198,3
1199,3
1200,9
1201,2
1202,9
1203,5
1204,6
1205,4
1206,7
1207,8
1208,0
1209,6
1210,7
1211,5
1212,5
1213,8
1214,3
1215,2
1216,6
1217,1
1218,1
1219,0
1220,5
1221,9
1222,4
1223,1
1224,6
1225,5
1226,4
1227,6
1228,2
1229,1
1230,2
1231,9
1232,4
1233,0
1234,5
1235,2
1236,7
1237,6
1238,0
1239,7
1240,1
1241,8
1242,4
1243,0
1244,7
1245,9
1246,8
1247,1
1248,6
1249,2
1250,5
1251,8
1252,2
1253,2
1254,8
1255,7
1256,9
1257,7
1258,7
1259,9
1260,4
1261,8
1262,7
1263,6
1264,0
1265,0
1266,0
1267,8
1268,4
1269,0
1270,7
1271,2
1272,0
1273,3
1274,1
1275,7
1276,1
1277,6
1278,9
1279,2
1280,5
1281,3
1282,3
1283,6
1284,5
1285,1
1286,0
1287,5
1288,8
1289,8
1290,0
1291,1
1292,5
1293,9
1294,4
1295,5
1296,1
1297,6
1298,4
1299,1
1300,2
1301,4
1302,4
1303,9
1304,0
1305,2
1306,7
1307,9
1308,1
1309,2
1310,4
1311,0
1312,8
1313,3
1314,2
1315,5
1316,2
1317,0
1318,1
1319,1
1320,9
1321,4
1322,3
1323,1
1324,1
1325,2
1326,3
1327,1
1328,7
1329,7
1330,4
1331,8
1332,2
1333,7
1334,4
1335,7
1336,4
1337,5
1338,0
1339,4
1340,0
1341,9
1342,3
1343,7
1344,9
1345,8
1346,4
1347,8
1348,7
1349,5
1350,0
1351,5
1352,2
1353,0
1354,6
1355,6
1356,1
1357,2
1358,6
1359,3
1360,1
1361,9
1362,0
1363,2
1364,9
1365,5
1366,7
1367,7
1368,8
1369,0
1370,9
1371,3
1372,8
1373,1
1374,9
1375,7
1376,5
1377,2
1378,5
1379,7
1380,6
1381,4
1382,6
1383,5
1384,8
1385,5
1386,9
1387,0
1388,4
1389,2
1390,7
1391,2
1392,1
1393,9
1394,3
1395,4
1396,7
1397,1
1398,6
1399,0
1400,2
1401,2
1402,0
1403,7
1404,3
1405,1
1406,0
1407,3
1408,7
1409,6
1410,8
1411,2
1412,8
1413,4
1414,2
1415,5
1416,1
1417,2
1418,6
1419,9
1420,4
1421,5
1422,7
1423,3
1424,6
1425,5
1426,6
1427,6
1428,4
1429,7
1430,8
1431,9
1432,2
1433,1
1434,8
1435,6
1436,8
1437,3
1438,9
1439,9
1440,3
1441,7
1442,3
1443,0
1444,4
1445,6
1446,7
1447,1
1448,5
1449,6
1450,2
1451,5
1452,6
1453,3
1454,3
1455,5
1456,1
1457,0
1458,9
1459,0
1460,9
1461,2
1462,9
1463,2
1464,2
1465,3
1466,3
1467,4
1468,0
1469,8
1470,8
1471,5
1472,8
1473,4
1474,0
1475,2
1476,6
1477,5
1478,7
1479,6
1480,2
1481,9
1482,8
1483,1
1484,4
1485,8
1486,4
1487,5
1488,0
1489,8
1490,6
1491,6
1492,1
1493,7
1494,8
1495,8
1496,9
1497,5
1498,9
1499,7
1500,9
1501,5
1502,5
1503,2
1504,7
1505,6
1506,0
1507,4
1508,3
1509,8
1510,2
1511,0
1512,4
1513,6
1514,3
1515,9
1516,2
1517,4
1518,6
1519,9
1520,0
1521,9
1522,7
1523,5
1524,1
1525,3
1526,9
1527,9
1528,7
1529,5
1530,3
1531,8
1532,3
1533,4
1534,7
1535,1
1536,9
1537,0
1538,8
1539,7
1540,9
1541,4
1542,0
1543,6
1544,4
1545,2
1546,6
1547,6
1548,9
1549,7
1550,8
1551,5
1552,9
1553,3
1554,9
1555,4
1556,9
1557,5
1558,7
1559,2
1560,7
1561,1
1562,5
1563,2
1564,2
1565,8
1566,1
1567,2
1568,2
1569,3
1570,7
1571,5
1572,9
1573,5
1574,8
1575,7
1576,1
1577,3
1578,1
1579,8
1580,7
1581,1
1582,5
1583,1
1584,0
1585,1
1586,3
1587,7
1588,7
1589,7
1590,3
1591,4
1592,5
1593,3
1594,4
1595,7
1596,4
1597,4
1598,7
1599,2
1600,4
1601,8
1602,5
1603,3
1604,2
1605,1
1606,7
1607,9
1608,4
1609,4
1610,0
1611,8
1612,4
1613,1
1614,4
1615,1
1616,1
1617,6
1618,9
1619,0
1620,1
1621,1
1622,5
1623,1
1624,4
1625,6
1626,4
1627,6
1628,7
1629,0
1630,3
1631,6
1632,1
1633,2
1634,9
1635,6
1636,4
1637,3
1638,1
1639,5
1640,2
1641,3
1642,2
1643,0
1644,0
1645,7
1646,9
1647,9
1648,7
1649,1
1650,7
1651,6
1652,7
1653,8
1654,6
1655,9
1656,7
1657,0
1658,6
1659,9
1660,8
1661,2
1662,1
1663,4
1664,0
1665,6
1666,4
1667,6
1668,4
1669,7
1670,7
1671,2
1672,8
1673,6
1674,6
1675,5
1676,2
1677,9
1678,0
1679,1
1680,1
1681,1
1682,7
1683,7
1684,5
1685,0
1686,5
1687,1
1688,5
1689,1
1690,7
1691,5
1692,8
1693,5
1694,1
1695,8
1696,0
1697,6
1698,0
1699,3
1700,0
1701,3
1702,9
1703,7
1704,6
1705,6
1706,6
1707,2
1708,4
1709,7
1710,0
1711,9
1712,7
1713,4
1714,0
1715,0
1716,3
1717,4
1718,4
1719,8
1720,6
1721,7
1722,9
1723,6
1724,9
1725,9
1726,8
1727,4
1728,5
1729,2
1730,6
1731,2
1732,3
1733,6
1734,9
1735,2
1736,3
1737,4
1738,4
1739,1
1740,8
1741,1
1742,9
1743,7
1744,0
1745,7
1746,1
1747,5
1748,1
1749,0
1750,0
1751,8
1752,1
1753,3
1754,1
1755,6
1756,8
1757,2
1758,3
1759,0
1760,7
1761,9
1762,6
1763,9
1764,0
1765,6
1766,2
1767,5
1768,5
1769,7
1770,5
1771,7
1772,6
1773,5
1774,5
1775,9
1776,9
1777,4
1778,7
1779,6
1780,2
1781,3
1782,9
1783,7
1784,7
1785,0
1786,1
1787,8
1788,2
1789,1
1790,2
1791,4
1792,1
1793,5
1794,4
1795,0
1796,7
1797,0
1798,9
1799,9
1800,5
1801,2
1802,8
1803,0
1804,1
1805,7
1806,6
1807,7
1808,2
1809,7
1810,0
1811,5
1812,2
1813,9
1814,0
1815,0
1816,6
1817,0
1818,8
1819,8
1820,5
1821,1
1822,7
1823,7
1824,3
1825,8
1826,7
1827,6
1828,7
1829,9
1830,4
1831,7
1832,3
1833,0
1834,0
1835,1
1836,8
1837,2
1838,6
1839,4
1840,6
1841,2
1842,8
1843,5
1844,7
1845,4
1846,9
1847,5
1848,8
1849,2
1850,6
1851,4
1852,9
1853,5
1854,7
1855,0
1856,4
1857,2
1858,4
1859,0
1860,3
1861,1
1862,3
1863,5
1864,0
1865,5
1866,1
1867,3
1868,1
1869,3
1870,0
1871,2
1872,6
1873,7
1874,3
1875,4
1876,2
1877,7
1878,3
1879,0
1880,3
1881,9
1882,4
1883,7
1884,3
1885,6
1886,7
1887,3
1888,3
1889,6
1890,7
1891,2
1892,2
1893,4
1894,7
1895,9
1896,3
1897,3
1898,4
1899,0
1900,7
1901,1
1902,3
1903,1
1904,8
1905,1
1906,2
1907,4
1908,2
1909,5
1910,1
1911,2
1912,6
1913,6
1914,2
1915,2
1916,4
1917,0
1918,4
1919,5
1920,2
1921,2
1922,3
1923,6
1924,9
1925,3
1926,8
1927,2
1928,0
1929,8
1930,4
1931,1
1932,1
1933,9
1934,6
1935,2
1936,4
1937,9
1938,9
1939,9
1940,9
1941,0
1942,5
1943,1
1944,6
1945,1
1946,1
1947,4
1948,6
1949,0
1950,2
1951,8
1952,6
1953,1
1954,0
1955,7
1956,6
1957,6
1958,9
1959,8
1960,8
1961,7
1962,1
1963,0
1964,5
1965,5
1966,2
1967,9
1968,2
1969,1
1970,7
1971,6
1972,5
1973,5
1974,7
1975,1
1976,2
1977,7
1978,7
1979,7
1980,1
1981,9
1982,7
1983,9
1984,7
1985,8
1986,0
1987,6
1988,9
1989,9
1990,0
1991,1
1992,9
1993,0
1994,3
1995,9
1996,0
1997,4
1998,8
1999,3
2000,1
2001,4
2002,7
2003,8
2004,3
2005,3
2006,9
2007,7
2008,5
2009,0
2010,8
2011,9
2012,1
2013,7
2014,5
2015,0
2016,4
2017,6
2018,5
2019,5
2020,8
2021,7
2022,4
2023,0
2024,5
2025,8
2026,2
2027,1
2028,3
2029,3
2030,4
2031,6
2032,5
2033,4
2034,0
2035,6
2036,7
2037,0
2038,1
2039,5
2040,1
2041,6
2042,7
2043,4
2044,1
2045,5
2046,9
2047,8
2048,1
2049,7
2050,2
2051,0
2052,7
2053,8
2054,2
2055,8
2056,2
2057,5
2058,1
2059,0
2060,8
2061,6
2062,4
2063,1
2064,9
2065,6
2066,9
2067,0
2068,0
2069,8
2070,0
2071,5
2072,8
2073,4
2074,5
2075,2
2076,6
2077,1
2078,3
2079,6
2080,4
2081,7
2082,7
2083,2
2084,7
2085,5
2086,0
2087,6
2088,8
2089,7
2090,8
2091,7
2092,2
2093,6
2094,2
2095,0
2096,9
2097,4
2098,9
2099,4
2100,5
2101,5
2102,9
2103,8
2104,0
2105,3
2106,1
2107,7
2108,3
2109,9
2110,4
2111,0
2112,5
2113,8
2114,7
2115,9
2116,1
2117,1
2118,1
2119,0
2120,9
2121,9
2122,5
2123,3
2124,1
2125,6
2126,1
2127,5
2128,4
2129,2
2130,8
2131,3
2132,5
2133,1
2134,6
2135,8
2136,1
2137,4
2138,7
2139,7
2140,2
2141,4
2142,3
2143,0
2144,7
2145,7
2146,5
2147,1
2148,6
2149,4
2150,4
2151,9
2152,8
2153,2
2154,1
2155,4
2156,8
2157,0
2158,8
2159,0
2160,3
2161,7
2162,6
2163,2
2164,0
2165,8
2166,6
2167,3
2168,2
2169,7
2170,1
2171,8
2172,0
2173,5
2174,2
2175,1
2176,2
2177,5
2178,9
2179,0
2180,2
2181,7
2182,8
2183,8
2184,7
2185,8
2186,2
2187,3
2188,3
2189,7
2190,2
2191,3
2192,1
2193,5
2194,7
2195,4
2196,0
2197,5
2198,8
2199,5
2200,0
2201,6
2202,2
2203,1
2204,4
2205,7
2206,2
2207,3
2208,8
2209,9
2210,4
2211,8
2212,3
2213,0
2214,2
2215,5
2216,0
2217,0
2218,8
2219,3
2220,6
2221,3
2222,2
2223,7
2224,9
2225,4
2226,2
2227,7
2228,1
2229,1
2230,6
2231,4
2232,9
2233,5
2234,2
2235,0
2236,7
2237,5
2238,7
2239,4
2240,2
2241,8
2242,0
2243,1
2244,9
2245,8
2246,1
2247,8
2248,4
2249,8
2250,9
2251,3
2252,6
2253,4
2254,3
2255,6
2256,2
2257,6
2258,7
2259,8
2260,5
2261,2
2262,4
2263,8
2264,8
2265,0
2266,7
2267,4
2268,1
2269,0
2270,8
2271,7
2272,3
2273,5
2274,6
2275,0
2276,8
2277,3
2278,0
2279,6
2280,9
2281,3
2282,2
2283,8
2284,1
2285,0
2286,2
2287,1
2288,7
2289,1
2290,4
2291,0
2292,1
2293,5
2294,3
2295,1
2296,3
2297,3
2298,7
2299,2
2300,0
2301,7
2302,8
2303,9
2304,7
2305,8
2306,0
2307,6
2308,5
2309,4
2310,7
2311,4
2312,8
2313,5
2314,9
2315,3
2316,9
2317,0
2318,1
2319,8
2320,9
2321,6
2322,2
2323,2
2324,7
2325,7
2326,6
2327,5
2328,9
2329,2
2330,5
2331,8
2332,2
2333,4
2334,2
2335,9
2336,7
2337,1
2338,9
2339,6
2340,9
2341,5
2342,8
2343,0
2344,0
2345,4
2346,1
2347,1
2348,6
2349,3
2350,7
2351,7
2352,8
2353,3
2354,4
2355,8
2356,8
2357,8
2358,4
2359,5
2360,6
2361,3
2362,5
2363,7
2364,7
2365,0
2366,1
2367,7
2368,7
2369,4
2370,8
2371,9
2372,8
2373,4
2374,3
2375,4
2376,0
2377,8
2378,5
2379,5
2380,4
2381,7
2382,9
2383,7
2384,9
2385,6
2386,1
2387,4
2388,2
2389,2
2390,5
2391,4
2392,9
2393,7
2394,8
2395,0
2396,4
2397,4
2398,1
2399,7
2400,5
2401,9
2402,6
2403,6
2404,3
2405,2
2406,7
2407,6
2408,4
2409,7
2410,8
2411,1
2412,8
2413,6
2414,7
2415,3
2416,3
2417,5
2418,4
2419,4
2420,7
2421,4
2422,0
2423,1
2424,0
2425,0
2426,8
2427,1
2428,4
2429,9
2430,9
2431,4
2432,7
2433,3
2434,9
2435,5
2436,4
2437,8
2438,9
2439,1
2440,9
2441,4
2442,6
2443,9
2444,5
2445,1
2446,1
2447,1
2448,7
2449,5
2450,0
2451,9
2452,3
2453,8
2454,8
2455,7
2456,6
2457,5
2458,4
2459,9
2460,5
2461,6
2462,9
2463,1
2464,2
2465,8
2466,7
2467,5
2468,9
2469,9
2470,6
2471,1
2472,2
2473,5
2474,2
2475,8
2476,6
2477,8
2478,7
2479,4
2480,9
2481,6
2482,4
2483,0
2484,0
2485,2
2486,8
2487,8
2488,4
2489,2
2490,8
2491,3
2492,1
2493,3
2494,1
2495,2
2496,6
2497,4
2498,4
2499,2
2500,8
2501,8
2502,8
2503,3
2504,7
2505,5
2506,1
2507,6
2508,8
2509,2
2510,1
2511,7
2512,1
2513,5
2514,2
2515,4
2516,8
2517,8
2518,0
2519,5
2520,4
2521,3
2522,5
2523,3
2524,1
2525,5
2526,2
2527,1
2528,0
2529,9
2530,9
2531,7
2532,7
2533,1
2534,1
2535,7
2536,8
2537,5
2538,3
2539,6
2540,0
2541,1
2542,8
2543,5
2544,4
2545,4
2546,4
2547,8
2548,4
2549,2
2550,6
2551,1
2552,8
2553,0
2554,6
2555,5
2556,6
2557,3
2558,0
2559,2
2560,1
2561,3
2562,9
2563,4
2564,1
2565,0
2566,8
2567,6
2568,8
2569,7
2570,0
2571,6
2572,6
2573,1
2574,9
2575,4
2576,4
2577,6
2578,6
2579,2
2580,6
2581,1
2582,4
2583,7
2584,5
2585,1
2586,7
2587,5
2588,3
2589,5
2590,0
2591,1
2592,8
2593,6
2594,5
2595,4
2596,4
2597,8
2598,3
2599,5
2600,3
2601,6
2602,7
2603,3
2604,1
2605,6
2606,2
2607,1
2608,2
2609,5
2610,7
2611,0
2612,3
2613,6
2614,0
2615,0
2616,1
2617,3
2618,3
2619,1
2620,2
2621,3
2622,2
2623,8
2624,2
2625,5
2626,2
2627,8
2628,1
2629,6
2630,7
2631,2
2632,0
2633,8
2634,5
2635,3
2636,5
2637,1
2638,3
2639,9
2640,6
2641,3
2642,3
2643,4
2644,7
2645,7
2646,2
2647,1
2648,4
2649,8
2650,8
2651,1
2652,9
2653,0
2654,1
2655,3
2656,5
2657,8
2658,5
2659,3
2660,9
2661,9
2662,1
2663,3
2664,8
2665,4
2666,0
2667,5
2668,9
2669,5
2670,4
2671,7
2672,6
2673,4
2674,1
2675,1
2676,5
2677,9
2678,8
2679,4
2680,3
2681,1
2682,6
2683,3
2684,0
2685,1
2686,6
2687,7
2688,3
2689,2
2690,2
2691,9
2692,5
2693,4
2694,1
2695,8
2696,4
2697,7
2698,4
2699,6
2700,2
2701,4
2702,1
2703,3
2704,6
2705,1
2706,7
2707,3
2708,4
2709,6
2710,1
2711,7
2712,7
2713,4
2714,9
2715,4
2716,3
2717,2
2718,1
2719,3
2720,4
2721,8
2722,4
2723,7
2724,0
2725,4
2726,3
2727,4
2728,8
2729,3
2730,4
2731,8
2732,1
2733,0
2734,5
2735,5
2736,0
2737,4
2738,5
2739,8
2740,6
2741,6
2742,2
2743,0
2744,9
2745,4
2746,5
2747,3
2748,9
2749,6
2750,7
2751,5
2752,4
2753,7
2754,9
2755,8
2756,6
2757,1
2758,8
2759,3
2760,3
2761,4
2762,2
2763,1
2764,1
2765,4
2766,7
2767,3
2768,8
2769,1
2770,9
2771,2
2772,9
2773,1
2774,3
2775,9
2776,1
2777,4
2778,4
2779,4
2780,6
2781,4
2782,8
2783,3
2784,5
2785,7
2786,7
2787,8
2788,2
2789,1
2790,9
2791,0
2792,7
2793,9
2794,6
2795,7
2796,2
2797,1
2798,6
2799,9
2800,8
2801,6
2802,1
2803,4
2804,5
2805,1
2806,2
2807,7
2808,4
2809,8
2810,7
2811,5
2812,2
2813,2
2814,7
2815,0
2816,1
2817,7
2818,1
2819,2
2820,1
2821,1
2822,5
2823,9
2824,0
2825,7
2826,9
2827,1
2828,0
2829,5
2830,2
2831,3
2832,7
2833,4
2834,5
2835,6
2836,2
2837,2
2838,2
2839,2
2840,3
2841,4
2842,1
2843,5
2844,4
2845,9
2846,2
2847,9
2848,2
2849,8
2850,1
2851,0
2852,6
2853,7
2854,1
2855,2
2856,3
2857,4
2858,4
2859,8
2860,3
2861,2
2862,8
2863,9
2864,7
2865,2
2866,4
2867,0
2868,0
2869,6
2870,1
2871,0
2872,8
2873,1
2874,9
2875,2
2876,1
2877,8
2878,4
2879,7
2880,8
2881,1
2882,5
2883,9
2884,5
2885,7
2886,4
2887,7
2888,1
2889,2
2890,9
2891,3
2892,0
2893,0
2894,8
2895,9
2896,5
2897,5
2898,1
2899,8
2900,8
2901,6
2902,3
2903,5
2904,0
2905,9
2906,3
2907,4
2908,1
2909,1
2910,2
2911,8
2912,9
2913,3
2914,7
2915,4
2916,3
2917,4
2918,9
2919,3
2920,8
2921,5
2922,1
2923,3
2924,1
2925,4
2926,0
2927,3
2928,7
2929,2
2930,9
2931,9
2932,9
2933,6
2934,5
2935,7
2936,0
2937,5
2938,1
2939,4
2940,4
2941,6
2942,4
2943,1
2944,1
2945,1
2946,1
2947,6
2948,0
2949,7
2950,8
2951,0
2952,0
2953,0
2954,7
2955,8
2956,4
2957,8
2958,8
2959,0
2960,1
2961,3
2962,0
2963,9
2964,5
2965,3
2966,6
2967,6
2968,4
2969,3
2970,8
2971,7
2972,8
2973,9
2974,7
2975,2
2976,8
2977,6
2978,2
2979,5
2980,9
2981,2
2982,3
2983,5
2984,4
2985,0
2986,1
2987,3
2988,7
2989,7
2990,2
2991,2
2992,6
2993,5
2994,8
2995,7
2996,2
